"","donor 1_unstim","donor 1_LPS","donor 2_unstim","donor 2_LPS","donor 3_unstim","donor 3_LPS","donor 4_unstim","donor 4_LPS"
"ENSG00000236276",0,0,0,1.5103,0,5.2399,0,5.3651
"ENSG00000214019",2,0,0,0,0,4,0,0
"ENSG00000183690",1,5,0,9,0,17,0,25
"ENSG00000198414",0,0,0,5,0,1,0,2
"ENSG00000214018",0,0,0,5,0,9,0,12
"ENSG00000200702",0,0,0,0,0,0,0,0
"ENSG00000224054",0,0,0,0,0,0,0,0
"ENSG00000215035",0,0,0,0,0,0,0,0
"ENSG00000069509",140,155,147,162,201,237,184,261
"ENSG00000233543",0,0,0,0,0,0,0,0
"ENSG00000229168",0,0,0,0,0,0,0,0
"ENSG00000214016",0,0,0,0,0,0,1,0
"ENSG00000242065",0,3,0,4,0,0,0,0
"ENSG00000189037",2,0,0,1,0,0,0,0
"ENSG00000147050",888.9999,1996,1079,2934.0002,633,1196,1025,1991
"ENSG00000147113",2,0,0,0,1,0,1,0
"ENSG00000229491",0,0,0,0,0,0,0,0
"ENSG00000237782",0,0,0,0,0,0,0,0
"ENSG00000229563",1,0,0,1,0,0,0,1
"ENSG00000214282",0,0,0,0,0,0,0,0
"ENSG00000204915",0,0,0,0,0,0,0,0
"ENSG00000270069",352,46,322,40,273,8,262,6
"ENSG00000207870",0,0,0,0,0,0,0,0
"ENSG00000207725",0,0,0,0,0,0,0,0
"ENSG00000269902",25,1,34,4,24,0,12,0
"ENSG00000231566",1,0,0,0,0,0,2,0
"ENSG00000212347",0,0,0,0,0,0,0,0
"ENSG00000215286",0,0,0,0,0,0,0,0
"ENSG00000234613",0,0,0,0,0,0,0,0
"ENSG00000224701",0,0,0,0,0,0,0,0
"ENSG00000213100",0,0,0,0,0,0,0,0
"ENSG00000214009",0,0,0,0,0,0,0,0
"ENSG00000278838",0,0,0,0,0,0,0,0
"ENSG00000229145",1,0,0,0,0,0,0,0
"ENSG00000236751",0,0,0,0,0,0,0,0
"ENSG00000231235",0,0,0,0,0,0,0,0
"ENSG00000235587",0,0,0,0,0,0,0,0
"ENSG00000147121",84.3352,76.914,80.3858,78.8756,79.526,102.5471,72.1863,55.1595
"ENSG00000224072",9,25,5,14,2,7,2,1
"ENSG00000251192",64.7081,65.086,66.6142,47.1244,41.474,27.4529,59.8137,40.8405
"ENSG00000199226",0,0,0,0,0,0,0,0
"ENSG00000230844",31,15,19,6,25,9,19,18
"ENSG00000277721",0,0,0,0,0,0,2,0
"ENSG00000270499",2,1,2,0,0,0,0,0
"ENSG00000147119",1283,3696,1062,2164,723,1201,933,1256
"ENSG00000065923",7997.1396,1378,6686,1104.0001,7208,794.209,6045,1181
"ENSG00000213997",50,33,27,21,21,2,28,4
"ENSG00000226048",17,9,12,5,1,1,2,1
"ENSG00000215284",33,16,24,16,4,1,9,2
"ENSG00000102218",1636,1432,1523,1741,1963,2245,1947,2333
"ENSG00000204904",3,3,1,2,0,0,0,0
"ENSG00000102221",37,217,40,107,36,73,33,103
"ENSG00000130988",0,1,0,0,0,1,0,1
"ENSG00000206685",0,0,0,0,0,0,0,0
"ENSG00000201659",0,0,0,0,0,0,0,0
"ENSG00000147123",1375.9946,687.4138,1116.1957,614.5973,1398.0511,812.8506,1326.3215,1063.4783
"ENSG00000182872",1331.0054,1315.5862,1089.8043,1101.4026,1647.9489,1412.1494,1347.6783,1723.5217
"ENSG00000237351",22,30,16,18,21,7,6,4
"ENSG00000130985",9516,9985,7909,8310,9045,9730,9530,11941.999
"ENSG00000224975",42,90,39,92,34,57,14,27
"ENSG00000102225",2011.9999,2039.9999,1462,1244.0001,2142,1384,1988.9999,1652.0001
"ENSG00000102226",1570,3160.0002,949,2678.0002,1514,2644,1299,3093.0002
"ENSG00000237623",0,0,0,0,0,0,0,0
"ENSG00000266158",0,0,0,0,0,0,0,0
"ENSG00000203402",0,0,0,0,0,0,0,0
"ENSG00000147117",0,0,0,1,0,4,0,1
"ENSG00000221459",0,0,0,0,0,0,0,0
"ENSG00000232009",0,0,0,0,0,0,0,0
"ENSG00000226556",0,0,1,0,0,0,4,0
"ENSG00000147124",390,291,299,250,335,252,335,233
"ENSG00000277605",0,0,0,0,0,0,0,0
"ENSG00000196741",11,3,18,12,15,11,14,15
"ENSG00000235636",1,0,0,0,0,0,0,0
"ENSG00000078061",1932,2114,1366,1250.9999,1662,1762.0001,1666,2264
"ENSG00000008056",2,42,2,5,0,78.0603,0,115.7713
"ENSG00000283743",0,9.3308e-11,0,3.6037e-22,0,6.3981,0,34.3654
"ENSG00000102265",1649,20322.998,1613,4816,1334,22542.998,2539,53505
"ENSG00000263858",0,0,0,0,0,0,0,0
"ENSG00000126759",87,603,85,175,34,492.5416,43,2327.8635
"ENSG00000126767",1081,1643.0001,1033.0001,1346,1213,1562,1535,2596
"ENSG00000126756",839.4366,549.7391,642.644,412.5851,680.1351,586.7654,956.2358,997.0988
"ENSG00000267064",5.5634,18.2609,2.356,5.4149,20.8649,2.2345,4.7642,11.9012
"ENSG00000187893",0,0,0,0,0,0,0,0
"ENSG00000224656",0,0,0,0,0,0,0,0
"ENSG00000229968",0,0,0,0,0,0,0,0
"ENSG00000188459",0,0,0,0,3,0,0,0
"ENSG00000197779",488,309,317,312,315,334,321,227
"ENSG00000224401",22,15,8,12,2,13,2,3
"ENSG00000147118",173,164.531,114,155,122,178.8642,123,141.7471
"ENSG00000221994",26,43.469,16,35,25,33.1358,33,36.2529
"ENSG00000171489",0,0,0,0,2,0,0,0
"ENSG00000277541",0,0,1,0,0,0,0,0
"ENSG00000171483",1,0,0,0,0,0,0,0
"ENSG00000171478",0,0,0,0,2.1287e-20,0,0,0
"ENSG00000230241",0,0,0,0,0,0,0,0
"ENSG00000233139",0,0,0,0,0,0,0,0
"ENSG00000201517",0,0,0,0,0,0,0,0
"ENSG00000225198",0,0,0,0,0,0,0,0
"ENSG00000238032",0,0,0,0,0,0,0,0
"ENSG00000165583",0,0,0,0,0,0,0,0
"ENSG00000234780",0,0,0,0,0,0,0,0
"ENSG00000252856",0,0,0,0,0,0,0,0
"ENSG00000204368",0,0,0,0,0,0,0,0
"ENSG00000231568",0,0,0,0,0,0,0,0
"ENSG00000229662",0,0,0,0,0,0,0,0
"ENSG00000126752",0,0,0,0,0,0,0,0
"ENSG00000232813",0,0,0,0,0,0,0,0
"ENSG00000241207",0,0,0,0,0,0,0,0
"ENSG00000237345",0,0,0,0,0,0,0,0
"ENSG00000204648",0,0,0,0,0,0,0,0
"ENSG00000234391",0,0,0,0,0,0,0,0
"ENSG00000227302",0,0,0,0,0,0,0,0
"ENSG00000230100",0,0,0,0,0,0,0,0
"ENSG00000270747",0,0,0,0,0,0,0,0
"ENSG00000165584",0,0,0,0,0,0,0,0
"ENSG00000225055",0,0,0,0,0,0,0,0
"ENSG00000234448",0,0,0,0,0,0,0,0
"ENSG00000268009",0,0,0,0,0,0,0,0
"ENSG00000269791",0,0,0,0,0,0,0,0
"ENSG00000231603",0,0,0,0,0,0,0,0
"ENSG00000231489",0,0,0,0,0,0,0,0
"ENSG00000235350",0,0,0,0,0,0,0,0
"ENSG00000226971",0,0,0,0,0,0,0,0
"ENSG00000017483",22,1854,20,1413,11,102,41,98
"ENSG00000068438",605,256,598,236,638,279,748,273
"ENSG00000224292",0,1,1,0,0,1,3,0
"ENSG00000102312",100,46,113,56,100,179,127,158
"ENSG00000147155",1460.5961,314.1094,1050.4187,255.4969,1295.8595,251,929.8473,203
"ENSG00000286268",12.9092,9.6871,1.7135,1.6884,6.5887,0,6.552,0
"ENSG00000276823",0,0,1,0,0,0,0,0
"ENSG00000068354",778.4949,471.2035,571.8677,461.8147,656.5518,618,627.6007,715
"ENSG00000204620",34.0509,16,24.1236,8,17.0838,21,19.1227,13
"ENSG00000102317",5764.3296,2584,5854.876,2975,7371.9165,2938.0713,6965.8774,2898
"ENSG00000228343",0,0,0,0,0,0,0,0
"ENSG00000279528",0,0,0,0,0,0,0,0
"ENSG00000220125",0,0,0,0,0,0,0,0
"ENSG00000101940",1626.1046,753,1365,734.0594,1843.0001,947.9999,1409,1049
"ENSG00000231725",0,0,0,0,0,0,2,0
"ENSG00000015285",1771,1617,1448,1503.9999,1813,3540.9998,1663,3947
"ENSG00000101945",251,176,243,140.5116,352,175,305,229
"ENSG00000232828",0,0,0,1.4884,0,0,0,0
"ENSG00000206723",0,0,0,0,0,0,0,0
"ENSG00000171433",0,1,0,0,0,0,0,0
"ENSG00000233585",0,0,3,0,3,0,0,0
"ENSG00000207367",0,0,0,0,0,0,0,0
"ENSG00000102145",0,3,1,1,0,3,0,2
"ENSG00000094631",1661,2212.0002,1144,1707.9999,1591,1639.9999,1429.9999,1694.0001
"ENSG00000187682",0,1,0,0,0,0,0,0
"ENSG00000102109",2,1,0,3,1,1,0,0
"ENSG00000102103",827,604.4611,692.2307,624.8458,841.0001,685.1028,813.7246,918.964
"ENSG00000126768",869,489.5389,887.7693,644.1543,1053,822.8971,841.2754,917.0359
"ENSG00000102100",1095,588,912.9999,580,1469.0001,789.0001,1166.9999,711.0001
"ENSG00000102096",209,745,189,509,264,435,238,451
"ENSG00000068308",1486,1979,1105,1794,1405,1852,1270,2096.9998
"ENSG00000279155",16,60,9,47,7,14,2,8
"ENSG00000223309",0,0,0,0,0,0,0,0
"ENSG00000102057",10,41,12,27,9,24,10,9
"ENSG00000068400",1841.9999,3380.0005,1646.9999,3418.9998,2349.0002,3132,1798.9999,3875.0002
"ENSG00000068323",3362.0002,3095.0002,2909,3914,4058,5420,3190.0002,6069.9995
"ENSG00000147144",99,88.5361,57,83,105,162,69,116
"ENSG00000243279",89,81.5943,38,45,70,71,51,58
"ENSG00000196998",498.2411,895.4058,338,746.9999,471,710.0001,451.0498,632
"ENSG00000206936",0,0,1,0,0,0,0,0
"ENSG00000068394",511,709,402,569,588,838,599,975
"ENSG00000265033",2,0,0,0,0,0,0,0
"ENSG00000280116",0,0,0,0,0,0,0,0
"ENSG00000269313",87,73,58,33,70,82,79,102
"ENSG00000279422",3,1,1,0,2,3,3,7
"ENSG00000102007",3069.6248,1794.3346,2067.1348,1249.6849,2364.0798,1653.9564,1843.4069,1991.2872
"ENSG00000012211",321.3753,368.6653,285.8651,383.3151,359.9201,398.0436,262.5931,512.7127
"ENSG00000102003",86,28,146,53,159,53,104,44
"ENSG00000237341",0,0,0,0,0,0,0,0
"ENSG00000102001",3,5,2,1,4,6,4,6
"ENSG00000230216",1,0,0,0,0,1,0,0
"ENSG00000101997",1223,487,963.9913,428,1427,926,1287,1044
"ENSG00000049768",9,15,9.0087,8,6,18.4953,7,10
"ENSG00000286181",3.42,3.4638,0,0,2.2163,1.3848,2.1996,3.3756
"ENSG00000049769",110.58,114.5362,112,116,137.7837,98.1199,96.8004,132.3139
"ENSG00000270012",60,57,36,29,56,55,24,24
"ENSG00000286031",7,3,0,2,7.8776e-34,3,0,4.3106
"ENSG00000215274",0,0,0,0,0,2,0,0
"ENSG00000224659",0,0,0,0,0,0,0,0
"ENSG00000274274",0,0,0,0,0,0,0,0
"ENSG00000275113",0,0,0,0,0,0,0,0
"ENSG00000236737",0,0,0,0,0,0,0,0
"ENSG00000237671",0,0,0,0,0,0,0,0
"ENSG00000227488",0,0,0,0,0,0,0,0
"ENSG00000236362",0,0,0,0,0,0,0,0
"ENSG00000216649",0,0,0,0,0,0,0,0
"ENSG00000215269",0,0,0,0,0,0,0,0
"ENSG00000224902",0,0,0,0,0,0,0,0
"ENSG00000205777",0,0,0,0,0,0,0,0
"ENSG00000189064",0,0,0,0,0,0,0,0
"ENSG00000213856",1,0,2,1,0,0,1,0
"ENSG00000227391",0,0,0,0,0,0,0,0
"ENSG00000068985",0,0,0,0,0,0,0,0
"ENSG00000101951",0,0,0,0,0,0,0,0
"ENSG00000234390",40,32,15,10,28,21,34,33
"ENSG00000273820",37,21,33,30,33,64,19,66
"ENSG00000220132",0,0,0,0,0,0,0,0
"ENSG00000171365",1244.1792,456,962.0001,440,1427,999.9999,1237.9999,966
"ENSG00000201341",0,0,0,0,0,0,0,0
"ENSG00000207758",0,0,0,0,0,0,0,0
"ENSG00000207768",0,0,0,0,0,0,0,0
"ENSG00000207785",0,0,0,0,0,0,0,0
"ENSG00000208015",0,0,0,0,0,0,0,0
"ENSG00000211538",0,0,0,0,0,0,0,0
"ENSG00000239057",0,0,0,0,0,0,0,0
"ENSG00000207970",0,0,0,0,0,0,0,0
"ENSG00000272080",0,0,0,0,0,0,0,0
"ENSG00000181977",0,0,0,0,0,0,0,0
"ENSG00000202495",0,0,0,0,0,0,0,0
"ENSG00000147081",0,0,0,0,0,0,0,0
"ENSG00000147082",36,11,16,15,27,20,41,18
"ENSG00000274588",1,0,0,0,0,0,0,0
"ENSG00000158352",11,4,82.0919,36,29,61,28,42
"ENSG00000222303",0,0,0,0,0,0,0,0
"ENSG00000226881",0,0,0,0,0,0,0,0
"ENSG00000130385",0,0,0,0,0,0,0,0
"ENSG00000238190",0,0,0,0,0,0,0,0
"ENSG00000227493",0,0,0,0,0,0,0,0
"ENSG00000230926",0,0,0,0,0,0,0,0
"ENSG00000230317",0,0,0,0,0,0,0,0
"ENSG00000237926",1,0,0,0,0,0,0,0
"ENSG00000122824",0,2.2072,2.7257,7,0,1.3038,0,1.3038
"ENSG00000229151",0,0,2,0,0,0,0,0
"ENSG00000226530",1,0,0,0,0,0,0,0
"ENSG00000187690",2,0,0,0,0,0,0,0
"ENSG00000196368",0,1.7928,1.2743,0,1,3.6962,0,3.6962
"ENSG00000234766",0,0,0,0,0,0,0,0
"ENSG00000224109",0,0,0,0,0,0,0,0
"ENSG00000283093",0,0,0,0,0,0,0,0
"ENSG00000223591",0,0,0,0,0,0,0,0
"ENSG00000189369",265,164,191,201,341,304,275,253
"ENSG00000179222",1016,351,1239.0001,492,1496,701.9999,1283,564
"ENSG00000236576",17,7,15,17,6,5,3,0
"ENSG00000252377",0,0,0,0,0,0,0,0
"ENSG00000228827",0,0,0,0,0,0,0,0
"ENSG00000232951",0,0,0,0,0,0,0,0
"ENSG00000237528",0,0,0,0,0,0,0,0
"ENSG00000232562",0,0,0,0,0,0,0,0
"ENSG00000182776",1,0,0,0,0,0,0,0
"ENSG00000279750",0,0,0,0,0,0,0,0
"ENSG00000187243",3.9999,0.5858,1,2,0.5,2.9999,0,0.7465
"ENSG00000221705",0,0,0,0,0,0,0,0.5
"ENSG00000154545",5.7678e-05,0.4142,3.0273e-05,0,0.5,1.0001,0,1.2535
"ENSG00000221475",0,0,0,0,0,0,0,0.5
"ENSG00000179028",0,0,0,0,0,0,0,0
"ENSG00000276474",0,0,0,0,0,0,0,0
"ENSG00000275335",0,0,0,0,0,0,0,0
"ENSG00000155622",0,0,0,0,0,0,0,0
"ENSG00000225957",0,0,0,0,0,0,0,0
"ENSG00000276897",0,0,0,0,0,0,0,0
"ENSG00000224556",0,0,0,0,0,0,0,0
"ENSG00000250084",0,0,0,0,0,0,0,0
"ENSG00000278358",0,0,0,0,0,0,0,0
"ENSG00000278160",0,0,0,0,0,0,0,0
"ENSG00000275643",0,0,0,0,0,0,0,0
"ENSG00000204379",0.5,0.5,0,0,0,0,0,0
"ENSG00000223395",0,0,0,0,0,0,0,0
"ENSG00000204382",0.5,0.5,0,0,0,0,0,1
"ENSG00000277289",0,0,0,0,0,0,0,0
"ENSG00000227058",0,0,0,0,0,0,0,0
"ENSG00000231593",0,0,0,0,0,0,0,0
"ENSG00000228771",0,0,0,0,0,0,0,0
"ENSG00000185319",0,0,0,0,0,0,0,0
"ENSG00000197185",0,0,0,0,0,0,0,0
"ENSG00000234792",0,0,0,0,0,0,0,0
"ENSG00000157965",0,0,0,0,0,0,0,0
"ENSG00000187754",0,0,0,0,0,0,0,0
"ENSG00000228354",0,0,0,0,0,0,0,0
"ENSG00000222608",0,0,0,0,0,0,0,0
"ENSG00000225508",0,0,0,0,0,0,0,0
"ENSG00000237275",0,0,0,0,0,0,0,0
"ENSG00000241476",0.6415,0,0,0,0,0,0,0
"ENSG00000223958",0,0,0,0,0,0,0,0
"ENSG00000225397",0,0,0,0,0,0,0,0
"ENSG00000229826",0,0,0,0,0,0,0,0
"ENSG00000268447",1.3585,0,0,0,0,0,0,0
"ENSG00000269281",0,0,0,0,0,0,0,0
"ENSG00000226867",0,0,0,0,0,0,0,0
"ENSG00000204363",0,0,0,0,1,0,0,0
"ENSG00000229885",0,0,0,0,0,0,0,0
"ENSG00000171405",0,0,0,0,0,0,0,0
"ENSG00000196395",0,0,0,0,0,0,0,0
"ENSG00000224781",1,0,1,0,0,0,0,0
"ENSG00000171402",0,0,0,0,0,0,0,0
"ENSG00000179304",1298.7722,231.7303,955.3701,433,1193.745,375.8939,669.4688,259.5461
"ENSG00000286118",11.7316,3,5.2663,1,4,0,4,2
"ENSG00000268350",20.4963,14.2697,29.3636,2,37.255,28.1061,28.5312,23.4539
"ENSG00000184194",5,3,3,5,1,10,2,1
"ENSG00000270497",1,0,0,1,0,0,0,0
"ENSG00000184205",27,29,37,44,29,55,25,101
"ENSG00000234019",4,3,3,2,0,0,1,0
"ENSG00000232593",165.5531,99.0568,108.8842,50.1724,74.8658,47.0647,80.0482,22
"ENSG00000235224",1,2,1,0,0,0,0,0
"ENSG00000231340",47.4514,20.9455,28.1165,14.8278,25.1349,16.9354,19.9524,5
"ENSG00000227329",3,1,0,0,0,0,0,0
"ENSG00000126012",5056.9995,5198.9995,5506,7255.9995,4831.9995,6547.9995,6543.9995,10737.001
"ENSG00000276575",0,0,0,0,0,0,0,0
"ENSG00000277474",0,0,0,0,0,0,0,0
"ENSG00000235262",8,13,5,6,1,5,0,1
"ENSG00000124313",1006.9999,1296.0001,978.9999,1721.9999,1053.9999,1215.9999,950.9999,1817.0001
"ENSG00000226299",0,0,0,0,0,0,0,0
"ENSG00000207408",0,0,0,0,0,0,0,0
"ENSG00000236571",0,0,0,0,0,0,0,0
"ENSG00000234413",0,0,0,0,0,0,0,0
"ENSG00000072501",4047.0002,2570,4345,3349.0002,4489,3392,6189.9995,5248.9995
"ENSG00000278204",0,0,0,0,0,0,0,0
"ENSG00000158423",14,7,8,10,10,4,3,12
"ENSG00000072506",769,316,658,307,956,552,1158,734
"ENSG00000233250",0,0,0,0,0,0,0,0
"ENSG00000235416",1,0,0,0,0,0,0,0
"ENSG00000199422",0,0,0,0,0,0,0,0
"ENSG00000086758",16663,10310.999,12836.999,8921,15500,13662.999,14146.999,13136.001
"ENSG00000271886",0,0,0,0,0,0,0,0
"ENSG00000208012",0,0,0,0,0,0,0,0
"ENSG00000224735",0,0,0,0,0,0,0,0
"ENSG00000226110",0,0,0,0,0,0,0,0
"ENSG00000229037",0,0,0,0,0,0,0,0
"ENSG00000235916",0,0,0,0,0,0,0,0
"ENSG00000201618",0,0,0,0,0,0,0,0
"ENSG00000172943",1255.0001,1730.0001,954,1741,1092,1755,1107.0001,2260.9998
"ENSG00000184083",391,254.0202,326,217,441,177,291,195
"ENSG00000224949",0,0,0,0,0,0,0,0
"ENSG00000196632",6,4,4,6,1,9,3,0
"ENSG00000234566",0,0,0,1,0,0,0,0
"ENSG00000207104",0,0,0,0,0,0,0,0
"ENSG00000158526",1005.5557,992.9157,743.1155,946.5685,1046.8479,909.5444,988.9647,1115
"ENSG00000102302",2.0875,3.0843,27.8845,38.4315,4.1521,2.0792,1.0353,0
"ENSG00000130119",3511.3281,1310.4105,2343,874,3614,1260.0001,3124,1227
"ENSG00000215197",0,0,0,0,0,0,0,0
"ENSG00000102313",0,0,1,0,0,0,0,0
"ENSG00000102316",1359,1410.0001,1196,1684.9999,1474,2887.0002,1440,2935
"ENSG00000221716",1,0,0,0,0,0,0,0
"ENSG00000275387",0,0,0,0,0,0,0,0
"ENSG00000067445",2,2,5,0,0,0,5,1
"ENSG00000221750",0,0,0,0,0,0,0,0
"ENSG00000158571",11,1,2,2,10,6,3,0
"ENSG00000169188",798,557,646,629,722,631,797,653
"ENSG00000158578",2,1,0,3,0,1,0,0
"ENSG00000278283",0,0,0,0,0,0,0,0
"ENSG00000234466",0,0,0,0,0,0,0,0
"ENSG00000238269",0,0,0,0,0,0,0,0
"ENSG00000234068",0,0,7,6,0,0,0,0
"ENSG00000278319",0,0,0,0,1,0,0,0
"ENSG00000276929",0,0,0,0,0,0,0,0
"ENSG00000182518",24,6,37,5,40,11,41,12
"ENSG00000186678",0,0,0,0,0,0,0,0
"ENSG00000229760",0,0,0,0,0,0,0,0
"ENSG00000231947",0,0,0,0,0,0,0,0
"ENSG00000238047",0,0,0,0,0,0,0,0
"ENSG00000256045",0,0,0,0,0,0,0,0
"ENSG00000158639",0,0,0,0,0,0,0,0
"ENSG00000204279",0,0,0,0,0,0,0,0
"ENSG00000232765",0,0,0,0,0,0,0,0
"ENSG00000266328",0,0,0,0,0,0,0,0
"ENSG00000283334",0,0,0,0,0,0,0,0
"ENSG00000187601",110,34,90,39,168,140,166,121
"ENSG00000247746",38,10,59,40,65,84,42,94
"ENSG00000277516",0,0,0,0,0,0,0,0
"ENSG00000200635",0,0,0,0,0,0,0,0
"ENSG00000235136",0,0,0,0,0,0,0,0
"ENSG00000189299",0,0,0,0,0,0,0,0
"ENSG00000229594",0,0,0,0,0,0,0,0
"ENSG00000169164",0,0,0,0,0,0,0,0
"ENSG00000083750",398,147,295,156,327,179,263,142
"ENSG00000227486",14,19,23,27,17,27,13,8
"ENSG00000214745",13,18,8,14,0,3,0,0
"ENSG00000102349",493.2269,221,362.0785,348,483,365,260,170
"ENSG00000234135",0,0,1,0,3,0,0,0
"ENSG00000188021",1569,1480,1053,1197,1521,1373,1306,1467
"ENSG00000230105",1,0,2,0,3,1,3,0
"ENSG00000204272",252,311,238,280,234,278,279,410
"ENSG00000237748",2,5,1,11,9,4,1.0019,0
"ENSG00000204271",144,101,140,111.7786,122,90,88,49
"ENSG00000224799",0,0,0,1.2214,0,0,0,0
"ENSG00000237708",0,0,1,0,0,0,0,0
"ENSG00000186787",46.3074,13.2636,26.1243,25.4323,71.6285,40.7541,50.3913,33.4797
"ENSG00000226310",7,10,4,5,8,1,3,0
"ENSG00000147059",53.6926,37.7364,44.8757,19.5677,26.3715,9.2459,21.6087,1.5203
"ENSG00000231765",0,1,2,0,1,0,0,0
"ENSG00000165591",2,0,1,2,1,0,0,4
"ENSG00000231831",8.1049,4.013,1.0068,2.012,4.0203,1.0078,2.0109,0
"ENSG00000198455",307.5515,207.9129,236.0532,237.8958,251.1902,358.0831,282.4693,338.1335
"ENSG00000215174",2,0,0,0,0,0,0,0
"ENSG00000227427",0,0,0,0,0,0,0,0
"ENSG00000198205",108.4486,101.0871,116.9468,185.1042,133.8098,161.9169,107.5307,153.8665
"ENSG00000228004",0,0,0,0,0,0,0,0
"ENSG00000235124",0,0,0,0,0,0,0,0
"ENSG00000236852",0,7,0,0,0,0,0,0
"ENSG00000235170",0,0,0,0,0,0,0,0
"ENSG00000228182",0,0,0,0,0,0,0,0
"ENSG00000234570",1,0,0,0,0,0,0,0
"ENSG00000277499",0,0,0,0,0,0,0,0
"ENSG00000230823",2,0,0,0,0,0,0,0
"ENSG00000235437",176,81,181,77,199,99,216,99
"ENSG00000186767",32,14,62,20,37,13,58,13
"ENSG00000233661",0,0,0,0,0,1,0,0
"ENSG00000131089",582,117,642.9999,205,647.9999,209,501,164
"ENSG00000231729",0,0,0,0,0,0,0,0
"ENSG00000236813",0,0,0,0,0,0,0,0
"ENSG00000222532",0,0,0,0,0,0,0,0
"ENSG00000232794",0,0,0,0,0,0,0,0
"ENSG00000226010",3,3,2,1,1,0,0,0
"ENSG00000184675",166,456,151,483,222,129,214,148
"ENSG00000244006",0,0,0,0,0,0,0,0
"ENSG00000198881",2,1,2,0,0,0,2,0
"ENSG00000102043",37,43,40,59,49,42,44,35
"ENSG00000213754",3,4,9,2,2,1,1,3
"ENSG00000283349",0,0,0,0,0,0,0,0
"ENSG00000230889",0,0,0,0,0,0,0,0
"ENSG00000227261",0,0,0,0,0,0,0,0
"ENSG00000226502",0,0,0,0,0,0,0,0
"ENSG00000225814",0,0,0,0,0,0,0,0
"ENSG00000236982",0,0,0,0,0,0,0,0
"ENSG00000126970",35,59,43,59,63,56,62,44
"ENSG00000237971",0,0,0,0,0,0,0,0
"ENSG00000225569",0,0,0,0,0,1,0,0
"ENSG00000231857",0,0,0,0,0,0,0,0
"ENSG00000237963",0,0,0,0,0,0,0,0
"ENSG00000102053",14,10,27,13,20,8,16,7
"ENSG00000228158",1,0,0,4,0,2,1,1
"ENSG00000227534",0,0,0,1,0,0,0,0
"ENSG00000001497",778,357,645,320,823,387,791,413
"ENSG00000227942",0,0,0,0,0,0,0,0
"ENSG00000147065",49488,36320,39560,32253,61133,46478,47771,47650
"ENSG00000231809",0,0,0,0,0,0,0,0
"ENSG00000276689",0,0,0,0,0,0,0,0
"ENSG00000233833",0,0,0,0,0,0,0,0
"ENSG00000230039",0,0,0,0,0,0,0,0
"ENSG00000237311",0,0,0,0,0,0,0,0
"ENSG00000217835",0,0,0,0,0,0,0,0
"ENSG00000274536",18,5,29,4,23,206,27,152
"ENSG00000284567",0,0,0,0,0,0,0,0
"ENSG00000155659",276,30,2087,508,392,880,648,550
"ENSG00000215168",0,0,0,0,0,0,0,0
"ENSG00000237294",0,0,0,0,0,0,1,7
"ENSG00000089472",1,3,1,0,3,4,0,0
"ENSG00000231356",0,0,0,0,0,0,0,0
"ENSG00000226820",0,0,0,0,0,0,0,0
"ENSG00000235892",0,0,0,0,0,0,0,0
"ENSG00000131080",24,11,39,24,50,18,18,7
"ENSG00000222667",0,0,0,0,0,0,0,0
"ENSG00000226280",0,0,0,0,0,0,0,0
"ENSG00000233710",0,0,0,0,0,0,0,0
"ENSG00000169083",7,1,10,5,9,59,9,36
"ENSG00000234201",0,0,0,0,0,0,1,0
"ENSG00000260118",0,0,2,0,3,1,3,0
"ENSG00000079482",845.819,748.1782,724.7877,737.2943,543.6825,339.1565,376.7173,195.0499
"ENSG00000228328",4,0,2,1,5,1,1,0
"ENSG00000252145",0,0,0,0,0,0,0,0
"ENSG00000228125",0,0,1,0,0,0,0,0
"ENSG00000206646",0,0,0,0,0,0,0,0
"ENSG00000225925",0,0,0,0,0,0,0,0
"ENSG00000181704",1211,654,984,753,1483,1405,1268,1485
"ENSG00000206747",0,0,0,0,0,0,0,0
"ENSG00000236735",0,0,1,0,0,0,0,0
"ENSG00000234463",0,0,0,0,0,0,0,0
"ENSG00000130052",2785,424,2240,489,3454,1104,2647,973
"ENSG00000232267",0,0,0,0,0,0,0,0
"ENSG00000213740",1,0,0,0,0,0,0,0
"ENSG00000090776",691,123,609,230,710,320,519,248
"ENSG00000181191",533.0001,308,422,387,674,606,566,820
"ENSG00000172186",0,0,0,0,0,0,0,0
"ENSG00000215162",0,0,0,0,0,0,0,0
"ENSG00000231706",0,0,0,0,0,0,0,0
"ENSG00000130054",4,0,0,0,0,1,0,0
"ENSG00000228160",0,0,0,0,0,0,0,0
"ENSG00000158813",31,0,23.1506,4.2005,32.4029,11,44,30.439
"ENSG00000272351",0,0,0,0,0,0,0,0
"ENSG00000285776",0,0,0,0,0,0,0,0
"ENSG00000212434",0,0,0,0,0,0,0,0
"ENSG00000233229",0,0,0,0,0,0,0,0
"ENSG00000211991",0,0,0,0,0,0,0,0
"ENSG00000286077",0,1,1.8494,0.7995,3.5971,0,0,3.561
"ENSG00000147160",1,0,0,0,0,0,0,0
"ENSG00000189401",0,3.0137,1.0072,0,0,0,0,0
"ENSG00000226579",0,0,0,0,0,0,0,0
"ENSG00000235382",0,0,0,0,0,0,0,0
"ENSG00000089289",975,727,818,708,909,859,831,1161
"ENSG00000220925",3,2,0,2,3,0,0,0
"ENSG00000203588",1,1,0,2,2,0,0,0
